model,year,legacy_delta_co2_p50_ppm,combined_delta_co2_p50_ppm,combined_minus_legacy_ppm,reduction_in_attributable_delta_ppm,relative_reduction_percent,legacy_response_fraction_p50,combined_response_fraction_p50,combined_minus_legacy_response_fraction
FaIR 2.2.4,2300,104.03176804841752,95.83573033463193,-8.196037713785586,8.196037713785586,7.878398942495201,0.3083303157940665,0.28403882345515463,-0.02429149233891187
FaIR 2.2.4,2400,114.85228944063346,103.23916874276051,-11.613120697872944,11.613120697872944,10.111353247229525,0.28345312099463726,0.2547921746405726,-0.028660946354064687
Hector 3.5.0,2300,82.391566395478,75.0688660624692,-7.322700333008797,7.322700333008797,8.887681899212804,0.243703273975215,0.222043702206331,-0.021659571768884
